coin_id,date,open,high,low,close,volume
litecoin,2025-10-02,115.12578582763672,122.4579849243164,115.1164779663086,119.63856506347656,1495691962
litecoin,2025-10-03,119.63700103759766,123.96359252929688,116.0280990600586,120.5226821899414,1162755610
litecoin,2025-10-04,120.52318572998047,120.92424774169922,117.6904525756836,120.43743133544922,550626645
litecoin,2025-10-05,120.43705749511719,123.98868560791016,118.5575180053711,118.85699462890625,883469730
litecoin,2025-10-06,118.857177734375,121.19857025146484,118.26467895507812,118.33409118652344,746248182
litecoin,2025-10-07,118.3336181640625,119.21309661865234,115.56688690185547,117.07422637939453,774015896
litecoin,2025-10-08,117.07440185546875,119.56070709228516,115.64061737060547,118.63648223876953,622388433
litecoin,2025-10-09,118.63589477539062,127.4483413696289,115.66255950927734,125.93396759033203,1273616054
litecoin,2025-10-10,125.9281997680664,135.5629425048828,66.26396942138672,96.62725067138672,3795640156
litecoin,2025-10-11,96.62725067138672,102.40986633300781,90.6382827758789,93.41954803466797,2019304084
litecoin,2025-10-12,93.41885375976562,102.02229309082031,91.98377990722656,98.7606430053711,1207205427
litecoin,2025-10-13,98.77267456054688,101.28065490722656,95.92292785644531,99.57048034667969,1304474829
litecoin,2025-10-14,99.572265625,100.39759826660156,92.01930236816406,97.36569213867188,1242393333
litecoin,2025-10-15,97.36592102050781,99.68315124511719,93.55711364746094,95.40121459960938,812985564
litecoin,2025-10-16,95.40499877929688,96.78978729248047,89.97236633300781,91.78864288330078,931560855
litecoin,2025-10-17,91.78833770751953,92.85997009277344,84.54806518554688,90.11589813232422,1131196571
litecoin,2025-10-18,90.11817932128906,92.1534194946289,90.03289794921875,91.70246887207031,468168711
litecoin,2025-10-19,91.70246887207031,94.75799560546875,90.84564208984375,93.28386688232422,536008306
litecoin,2025-10-20,93.28910827636719,95.79956817626953,92.37062072753906,94.11409759521484,549774243
litecoin,2025-10-21,94.09503936767578,96.84846496582031,91.83136749267578,92.6905517578125,786338501
litecoin,2025-10-22,92.68952941894531,94.88703918457031,90.1430435180664,91.92095947265625,813155475
litecoin,2025-10-23,91.92095947265625,94.73509216308594,91.87411499023438,94.043701171875,573637773
litecoin,2025-10-24,94.04379272460938,97.03467559814453,94.03112030029297,96.4134521484375,586259508
litecoin,2025-10-25,96.41431427001953,97.0202407836914,95.78291320800781,96.98793029785156,388705087
litecoin,2025-10-26,96.98805236816406,100.51624298095703,96.44905853271484,99.96092987060547,524114205
litecoin,2025-10-27,99.9610824584961,102.87415313720703,98.30095672607422,99.379150390625,870204653
litecoin,2025-10-28,99.37905883789062,106.34300994873047,95.99254608154297,96.72423553466797,1767742095
litecoin,2025-10-29,96.72347259521484,100.5983657836914,96.32807159423828,98.55887603759766,931934576
litecoin,2025-10-30,98.55870056152344,99.67179107666016,90.60453033447266,93.38381958007812,837783881
litecoin,2025-10-31,93.38414764404297,96.1800765991211,93.1534423828125,95.49425506591797,603370214
litecoin,2025-11-01,95.493896484375,101.75743103027344,95.1166000366211,101.40185546875,771158463
litecoin,2025-11-02,101.3951644897461,101.3951644897461,97.91646575927734,99.51091003417969,701549373
litecoin,2025-11-03,99.50585174560547,99.66692352294922,86.4770736694336,87.39720153808594,1067081583
litecoin,2025-11-04,87.39692687988281,90.76715850830078,80.09814453125,85.4836654663086,1090634571
litecoin,2025-11-05,85.48303985595703,89.84207153320312,82.30486297607422,89.55512237548828,656549647
litecoin,2025-11-06,89.55393981933594,89.55572509765625,85.55814361572266,87.0000228881836,548991432
litecoin,2025-11-07,86.99969482421875,104.45751953125,86.09718322753906,101.78585815429688,1531130020
litecoin,2025-11-08,101.7852783203125,106.15178680419922,98.388427734375,106.15178680419922,1111008507
litecoin,2025-11-09,106.17696380615234,113.23821258544922,99.16072082519531,110.16724395751953,2029738554
litecoin,2025-11-10,110.17060852050781,111.60379791259766,104.16159057617188,104.2005844116211,1234198128
litecoin,2025-11-11,104.20117950439453,106.50173950195312,99.22865295410156,99.66584777832031,921164198
litecoin,2025-11-12,99.6683349609375,104.0236587524414,95.32373046875,97.54154205322266,1080933289
litecoin,2025-11-13,97.54236602783203,101.62030029296875,94.17771911621094,96.79256439208984,956926925
litecoin,2025-11-14,96.79256439208984,99.9609603881836,93.92350006103516,97.51412963867188,1107096324
litecoin,2025-11-15,97.51412963867188,109.05707550048828,97.51139831542969,101.76781463623047,1126906970
litecoin,2025-11-16,101.76835632324219,103.23072814941406,94.921630859375,95.89550018310547,781398030
litecoin,2025-11-17,95.88290405273438,97.48358154296875,90.61819458007812,91.24004364013672,784384000
litecoin,2025-11-18,91.2398452758789,97.35035705566406,90.67062377929688,95.65458679199219,808109875
